

 singleAnnot.muscleDN 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"04010"	"MAPK signaling pathway"	"muscle.DN"	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.861991612601304	1	0.644797178130512	6.02361215774931	4	220	0.474463576676825	1	1.06477373558119	9.4498869630746	10	220	0.982976883013593	1	0.240769732550554	3.92363727706606	1	220	0.000742097812503717	1	2.07659687251524	16.5049833887043	30	184	0.0458490092312738	1	1.47018421271985	21.1915836101883	29	184
"04964"	"Proximal tubule bicarbonate reclamation"	"muscle.DN"	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	0.376817750477718	1	2.23148148148148	0.465460939462447	1	17	0.52664192425017	1	1.39485294117647	0.730218538055765	1	17	0.264017150869939	1	3.47678571428571	0.303190153227832	1	17	8.64502269275487e-05	1	10.3501577287066	1.25581395348837	7	14	NA	NA	NA	NA	NA	NA
"00250"	"Alanine, aspartate and glutamate metabolism"	"muscle.DN"	NA	NA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.667459238187021	1	0.927941176470588	1.07385079125848	1	25	0.0722988462180906	1	4.89855072463768	0.445867872393871	2	25	0.000784416593575934	1	5.17721518987342	2.15282392026578	8	24	0.533790425231325	1	1.0982359045313	2.7641196013289	3	24
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"15370"	"Nr4a1"	"nuclear receptor subfamily 4, group A, member 1"	NA	NA	NA	NA	TRUE	NA
"15507"	"Hspb1"	"heat shock protein 1"	NA	NA	NA	NA	NA	TRUE
"16476"	"Jun"	"Jun oncogene"	NA	NA	NA	NA	NA	TRUE
"16765"	"Stmn1"	"stathmin 1"	NA	NA	NA	NA	NA	TRUE
"17164"	"Mapkapk2"	"MAP kinase-activated protein kinase 2"	NA	NA	NA	NA	TRUE	NA
"17165"	"Mapkapk5"	"MAP kinase-activated protein kinase 5"	NA	NA	TRUE	NA	NA	NA
"17347"	"Mknk2"	"MAP kinase-interacting serine/threonine kinase 2"	NA	NA	NA	NA	NA	TRUE
"17449"	"Mdh1"	"malate dehydrogenase 1, NAD (soluble)"	NA	NA	TRUE	NA	TRUE	NA
"17762"	"Mapt"	"microtubule-associated protein tau"	NA	NA	NA	NA	NA	TRUE
"17869"	"Myc"	"myelocytomatosis oncogene"	NA	NA	NA	NA	NA	TRUE
"17873"	"Gadd45b"	"growth arrest and DNA-damage-inducible 45 beta"	NA	NA	NA	NA	TRUE	NA
"18034"	"Nfkb2"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100"	NA	NA	NA	NA	NA	TRUE
"18479"	"Pak1"	"p21 protein (Cdc42/Rac)-activated kinase 1"	NA	NA	NA	NA	NA	TRUE
"18591"	"Pdgfb"	"platelet derived growth factor, B polypeptide"	NA	NA	NA	NA	TRUE	NA
"18747"	"Prkaca"	"protein kinase, cAMP dependent, catalytic, alpha"	NA	NA	NA	NA	TRUE	NA
"18750"	"Prkca"	"protein kinase C, alpha"	NA	NA	NA	NA	TRUE	NA
"19042"	"Ppm1a"	"protein phosphatase 1A, magnesium dependent, alpha isoform"	NA	NA	NA	NA	TRUE	NA
"19043"	"Ppm1b"	"protein phosphatase 1B, magnesium dependent, beta isoform"	NA	NA	TRUE	NA	TRUE	NA
"19056"	"Ppp3cb"	"protein phosphatase 3, catalytic subunit, beta isoform"	NA	NA	NA	NA	TRUE	NA
"192176"	"Flna"	"filamin, alpha"	NA	TRUE	NA	NA	NA	NA
"19252"	"Dusp1"	"dual specificity phosphatase 1"	NA	NA	NA	NA	TRUE	NA
"193740"	"Hspa1a"	"heat shock protein 1A"	NA	NA	NA	NA	NA	TRUE
"19697"	"Rela"	"v-rel reticuloendotheliosis viral oncogene homolog A (avian)"	NA	NA	NA	NA	NA	TRUE
"20112"	"Rps6ka2"	"ribosomal protein S6 kinase, polypeptide 2"	NA	NA	NA	NA	TRUE	NA
"20130"	"Rras"	"Harvey rat sarcoma oncogene, subgroup R"	NA	NA	NA	NA	NA	TRUE
"20662"	"Sos1"	"son of sevenless homolog 1 (Drosophila)"	NA	NA	TRUE	NA	NA	NA
"212647"	"Aldh4a1"	"aldehyde dehydrogenase 4 family, member A1"	NA	NA	NA	NA	TRUE	NA
"214579"	"Aldh5a1"	"aldhehyde dehydrogenase family 5, subfamily A1"	NA	NA	NA	NA	TRUE	NA
"216869"	"Arrb2"	"arrestin, beta 2"	NA	TRUE	NA	NA	NA	NA
"21809"	"Tgfb3"	"transforming growth factor, beta 3"	NA	NA	NA	NA	NA	TRUE
"21812"	"Tgfbr1"	"transforming growth factor, beta receptor I"	NA	NA	NA	NA	NA	TRUE
"218397"	"Rasa1"	"RAS p21 protein activator 1"	NA	NA	TRUE	NA	NA	NA
"21937"	"Tnfrsf1a"	"tumor necrosis factor receptor superfamily, member 1a"	NA	NA	NA	NA	NA	TRUE
"22030"	"Traf2"	"TNF receptor-associated factor 2"	NA	NA	NA	NA	NA	TRUE
"225028"	"Map4k3"	"mitogen-activated protein kinase kinase kinase kinase 3"	NA	NA	TRUE	NA	TRUE	NA
"235584"	"Dusp7"	"dual specificity phosphatase 7"	NA	NA	NA	NA	TRUE	NA
"23882"	"Gadd45g"	"growth arrest and DNA-damage-inducible 45 gamma"	NA	NA	NA	NA	TRUE	NA
"240168"	"Rasgrp3"	"RAS, guanyl releasing protein 3"	NA	NA	NA	NA	TRUE	NA
"240672"	"Dusp5"	"dual specificity phosphatase 5"	NA	NA	NA	NA	NA	TRUE
"26399"	"Map2k6"	"mitogen-activated protein kinase kinase 6"	NA	NA	NA	NA	TRUE	NA
"26407"	"Map3k4"	"mitogen-activated protein kinase kinase kinase 4"	NA	NA	NA	NA	TRUE	NA
"26410"	"Map3k8"	"mitogen-activated protein kinase kinase kinase 8"	NA	NA	NA	NA	NA	TRUE
"26412"	"Map4k2"	"mitogen-activated protein kinase kinase kinase kinase 2"	NA	NA	NA	NA	TRUE	NA
"26940"	"Ecsit"	"ECSIT homolog (Drosophila)"	NA	NA	NA	NA	TRUE	NA
"27053"	"Asns"	"asparagine synthetase"	NA	NA	NA	NA	NA	TRUE
"29857"	"Mapk12"	"mitogen-activated protein kinase 12"	NA	NA	NA	NA	TRUE	NA
"319520"	"Dusp4"	"dual specificity phosphatase 4"	NA	NA	NA	NA	NA	TRUE
"54378"	"Cacng6"	"calcium channel, voltage-dependent, gamma subunit 6"	NA	NA	NA	NA	TRUE	NA
"56405"	"Dusp14"	"dual specificity phosphatase 14"	NA	NA	NA	NA	TRUE	NA
"63953"	"Dusp10"	"dual specificity phosphatase 10"	NA	NA	NA	NA	TRUE	NA
"66922"	"Rras2"	"related RAS viral (r-ras) oncogene homolog 2"	NA	TRUE	NA	NA	NA	TRUE
"67821"	"Atp1b4"	"ATPase, (Na+)/K+ transporting, beta 4 polypeptide"	NA	NA	NA	NA	TRUE	NA
"68652"	"Tab2"	"TGF-beta activated kinase 1/MAP3K7 binding protein 2"	NA	NA	TRUE	NA	NA	NA
"68794"	"Flnc"	"filamin C, gamma"	NA	NA	NA	NA	NA	TRUE
"72349"	"Dusp3"	"dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)"	NA	NA	NA	NA	NA	TRUE
"74551"	"Pck2"	"phosphoenolpyruvate carboxykinase 2 (mitochondrial)"	NA	TRUE	NA	NA	NA	NA
"76257"	"Slc38a3"	"solute carrier family 38, member 3"	NA	NA	NA	NA	TRUE	NA
"76282"	"Gpt"	"glutamic pyruvic transaminase, soluble"	NA	NA	NA	NA	TRUE	NA
"78405"	"Ntf5"	"neurotrophin 5"	NA	NA	NA	NA	TRUE	NA


 singleAnnot.muscleUP 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"03050"	"Proteasome"	"muscle.UP"	NA	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.222308396207276	1	1.92602040816327	1.63225320271289	3	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.35956014511998e-13	1	12.411026293469	4.3765227021041	23	38
"04141"	"Protein processing in endoplasmic reticulum"	"muscle.UP"	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.350962824658143	1	2.47997416020672	0.424516453152474	1	130	0.00266176876572287	1	3.15824915824916	3.55940718412459	10	130	0.324471553187628	1	1.27944675788221	5.58402411454408	7	130	0.907314366035961	1	0.418715393133998	2.31851293644813	1	130	0.998523595756155	1	0.267491790856277	10.2259136212625	3	114	1.48661217807766e-11	1	4.48821161587119	13.1295681063123	40	114
"03008"	"Ribosome biogenesis in eukaryotes"	"muscle.UP"	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.18400497880846e-09	1	5.97512927850283	6.21926910299003	23	54
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"100037258"	"Dnajc3"	"DnaJ (Hsp40) homolog, subfamily C, member 3"	NA	NA	NA	NA	NA	TRUE
"103554"	"Psme4"	"proteasome (prosome, macropain) activator subunit 4"	NA	NA	TRUE	NA	NA	NA
"103963"	"Rpn1"	"ribophorin I"	NA	TRUE	NA	NA	NA	NA
"104444"	"Rexo2"	"REX2, RNA exonuclease 2 homolog (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"107513"	"Ssr1"	"signal sequence receptor, alpha"	NA	TRUE	NA	NA	NA	TRUE
"109815"	"H47"	"histocompatibility 47"	NA	NA	NA	NA	NA	TRUE
"110816"	"Pwp2"	"PWP2 periodic tryptophan protein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"116891"	"Derl2"	"Der1-like domain family, member 2"	NA	NA	NA	NA	NA	TRUE
"12028"	"Bax"	"BCL2-associated X protein"	NA	NA	NA	NA	NA	TRUE
"12317"	"Calr"	"calreticulin"	NA	TRUE	NA	NA	NA	TRUE
"12330"	"Canx"	"calnexin"	NA	NA	NA	NA	NA	TRUE
"12333"	"Capn1"	"calpain 1"	NA	NA	NA	NA	TRUE	NA
"12915"	"Atf6b"	"activating transcription factor 6 beta"	NA	NA	NA	NA	NA	TRUE
"12955"	"Cryab"	"crystallin, alpha B"	NA	NA	NA	NA	NA	TRUE
"13002"	"Dnajc5"	"DnaJ (Hsp40) homolog, subfamily C, member 5"	NA	NA	NA	NA	NA	TRUE
"13200"	"Ddost"	"dolichyl-di-phosphooligosaccharide-protein glycotransferase"	NA	NA	NA	NA	NA	TRUE
"14113"	"Fbl"	"fibrillarin"	NA	NA	NA	NA	NA	TRUE
"14827"	"Pdia3"	"protein disulfide isomerase associated 3"	NA	NA	NA	NA	NA	TRUE
"14828"	"Hspa5"	"heat shock protein 5"	NA	NA	NA	NA	NA	TRUE
"15505"	"Hsph1"	"heat shock 105kDa/110kDa protein 1"	NA	NA	NA	NA	NA	TRUE
"15516"	"Hsp90ab1"	"heat shock protein 90 alpha (cytosolic), class B member 1"	NA	NA	NA	NA	NA	TRUE
"15519"	"Hsp90aa1"	"heat shock protein 90, alpha (cytosolic), class A member 1"	NA	NA	NA	NA	NA	TRUE
"16418"	"Eif6"	"eukaryotic translation initiation factor 6"	NA	NA	NA	NA	NA	TRUE
"16430"	"Stt3a"	"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"17872"	"Ppp1r15a"	"protein phosphatase 1, regulatory (inhibitor) subunit 15A"	NA	NA	NA	NA	NA	TRUE
"18024"	"Nfe2l2"	"nuclear factor, erythroid derived 2, like 2"	NA	NA	TRUE	NA	NA	TRUE
"18453"	"P4hb"	"prolyl 4-hydroxylase, beta polypeptide"	NA	TRUE	NA	NA	NA	TRUE
"19166"	"Psma2"	"proteasome (prosome, macropain) subunit, alpha type 2"	NA	NA	NA	NA	NA	TRUE
"19170"	"Psmb1"	"proteasome (prosome, macropain) subunit, beta type 1"	NA	NA	NA	NA	NA	TRUE
"19172"	"Psmb4"	"proteasome (prosome, macropain) subunit, beta type 4"	NA	NA	NA	NA	NA	TRUE
"19179"	"Psmc1"	"protease (prosome, macropain) 26S subunit, ATPase 1"	NA	NA	NA	NA	NA	TRUE
"19181"	"Psmc2"	"proteasome (prosome, macropain) 26S subunit, ATPase 2"	NA	NA	NA	NA	NA	TRUE
"19182"	"Psmc3"	"proteasome (prosome, macropain) 26S subunit, ATPase 3"	NA	NA	NA	NA	NA	TRUE
"19184"	"Psmc5"	"protease (prosome, macropain) 26S subunit, ATPase 5"	NA	NA	NA	NA	NA	TRUE
"19185"	"Psmd4"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"	NA	NA	NA	NA	NA	TRUE
"19359"	"Rad23b"	"RAD23b homolog (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"193740"	"Hspa1a"	"heat shock protein 1A"	NA	NA	NA	NA	NA	TRUE
"19384"	"Ran"	"RAN, member RAS oncogene family"	NA	NA	NA	NA	NA	TRUE
"208366"	"Rpp40"	"ribonuclease P 40 subunit (human)"	NA	NA	NA	NA	NA	TRUE
"216080"	"Ube2d1"	"ubiquitin-conjugating enzyme E2D 1, UBC4/5 homolog (yeast)"	NA	NA	TRUE	NA	TRUE	NA
"217109"	"Utp18"	"UTP18, small subunit (SSU) processome component, homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"217365"	"Nploc4"	"nuclear protein localization 4 homolog (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"21762"	"Psmd2"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"	NA	NA	NA	NA	NA	TRUE
"217995"	"Heatr1"	"HEAT repeat containing 1"	NA	NA	NA	NA	NA	TRUE
"22030"	"Traf2"	"TNF receptor-associated factor 2"	NA	NA	NA	NA	NA	TRUE
"22123"	"Psmd3"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3"	NA	NA	NA	NA	NA	TRUE
"22213"	"Ube2g2"	"ubiquitin-conjugating enzyme E2G 2"	NA	NA	NA	NA	NA	TRUE
"22230"	"Ufd1l"	"ubiquitin fusion degradation 1 like"	NA	NA	NA	NA	NA	TRUE
"22393"	"Wfs1"	"Wolfram syndrome 1 homolog (human)"	NA	NA	NA	NA	NA	TRUE
"22433"	"Xbp1"	"X-box binding protein 1"	NA	NA	NA	NA	NA	TRUE
"226641"	"Atf6"	"activating transcription factor 6"	NA	NA	NA	NA	NA	TRUE
"230737"	"Gnl2"	"guanine nucleotide binding protein-like 2 (nucleolar)"	NA	NA	NA	NA	NA	TRUE
"23802"	"Amfr"	"autocrine motility factor receptor"	NA	NA	TRUE	NA	NA	NA
"23996"	"Psmc4"	"proteasome (prosome, macropain) 26S subunit, ATPase, 4"	NA	NA	NA	NA	NA	TRUE
"23997"	"Psmd13"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"	NA	NA	NA	NA	NA	TRUE
"26440"	"Psma1"	"proteasome (prosome, macropain) subunit, alpha type 1"	NA	NA	NA	NA	NA	TRUE
"26441"	"Psma4"	"proteasome (prosome, macropain) subunit, alpha type 4"	NA	NA	NA	NA	NA	TRUE
"26442"	"Psma5"	"proteasome (prosome, macropain) subunit, alpha type 5"	NA	NA	NA	NA	NA	TRUE
"26444"	"Psma7"	"proteasome (prosome, macropain) subunit, alpha type 7"	NA	NA	NA	NA	NA	TRUE
"26446"	"Psmb3"	"proteasome (prosome, macropain) subunit, beta type 3"	NA	NA	NA	NA	NA	TRUE
"269470"	"Wdr3"	"WD repeat domain 3"	NA	NA	NA	NA	NA	TRUE
"269523"	"Vcp"	"valosin containing protein"	NA	NA	NA	NA	NA	TRUE
"27993"	"Imp4"	"IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"30877"	"Gnl3"	"guanine nucleotide binding protein-like 3 (nucleolar)"	NA	NA	NA	NA	NA	TRUE
"320011"	"Uggt1"	"UDP-glucose glycoprotein glucosyltransferase 1"	NA	TRUE	NA	NA	NA	NA
"386649"	"Nsfl1c"	"NSFL1 (p97) cofactor (p47)"	NA	NA	NA	NA	NA	TRUE
"50762"	"Fbxo6"	"F-box protein 6"	NA	NA	NA	NA	NA	TRUE
"52530"	"Nhp2"	"NHP2 ribonucleoprotein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"53421"	"Sec61a1"	"Sec61 alpha 1 subunit (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"55989"	"Nop58"	"NOP58 ribonucleoprotein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"56812"	"Dnajb2"	"DnaJ (Hsp40) homolog, subfamily B, member 2"	NA	NA	NA	NA	NA	TRUE
"57296"	"Psmd8"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"	NA	NA	NA	NA	NA	TRUE
"57377"	"Mogs"	"mannosyl-oligosaccharide glucosidase"	NA	NA	NA	NA	NA	TRUE
"59007"	"Ngly1"	"N-glycanase 1"	NA	NA	TRUE	NA	NA	NA
"59029"	"Psmd14"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14"	NA	NA	NA	NA	NA	TRUE
"63958"	"Ube4b"	"ubiquitination factor E4B, UFD2 homolog (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"66256"	"Ssr2"	"signal sequence receptor, beta"	NA	TRUE	NA	NA	NA	NA
"66397"	"Sar1b"	"SAR1 gene homolog B (S. cerevisiae)"	NA	NA	TRUE	NA	NA	NA
"66711"	"Sbds"	"Shwachman-Bodian-Diamond syndrome homolog (human)"	NA	NA	NA	NA	NA	TRUE
"66753"	"Erlec1"	"endoplasmic reticulum lectin 1"	NA	NA	NA	NA	TRUE	NA
"66861"	"Dnajc10"	"DnaJ (Hsp40) homolog, subfamily C, member 10"	NA	TRUE	NA	NA	NA	NA
"66997"	"Psmd12"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"	NA	NA	TRUE	NA	NA	TRUE
"67045"	"Riok2"	"RIO kinase 2 (yeast)"	NA	NA	NA	NA	NA	TRUE
"67089"	"Psmc6"	"proteasome (prosome, macropain) 26S subunit, ATPase, 6"	NA	NA	TRUE	NA	NA	TRUE
"67724"	"Pop1"	"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"67819"	"Derl1"	"Der1-like domain family, member 1"	NA	NA	NA	NA	NA	TRUE
"67838"	"Dnajb11"	"DnaJ (Hsp40) homolog, subfamily B, member 11"	NA	NA	NA	NA	NA	TRUE
"67973"	"Mphosph10"	"M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)"	NA	NA	NA	NA	NA	TRUE
"68147"	"Gar1"	"GAR1 ribonucleoprotein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"69077"	"Psmd11"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11"	NA	NA	NA	NA	NA	TRUE
"69237"	"Gtpbp4"	"GTP binding protein 4"	NA	NA	NA	NA	NA	TRUE
"69276"	"Sec62"	"SEC62 homolog (S. cerevisiae)"	NA	NA	TRUE	NA	NA	NA
"70247"	"Psmd1"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"	NA	NA	NA	NA	NA	TRUE
"71853"	"Pdia6"	"protein disulfide isomerase associated 6"	NA	TRUE	NA	NA	NA	TRUE
