"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"108013"	"Celf4"	"CUGBP, Elav-like family member 4"	NA	NA	NA	TRUE	NA	NA
"108067"	"Eif2b3"	"eukaryotic translation initiation factor 2B, subunit 3"	NA	NA	NA	NA	NA	TRUE
"108079"	"Prkaa2"	"protein kinase, AMP-activated, alpha 2 catalytic subunit"	NA	NA	NA	NA	TRUE	NA
"108100"	"Baiap2"	"brain-specific angiogenesis inhibitor 1-associated protein 2"	NA	NA	TRUE	NA	NA	NA
"108147"	"Atic"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"	NA	NA	NA	NA	NA	TRUE
"108148"	"Galnt2"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2"	NA	NA	NA	NA	NA	TRUE
"108150"	"Galnt7"	"UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7"	NA	NA	NA	NA	NA	TRUE
"108159"	"Ubxn8"	"UBX domain protein 8"	NA	NA	NA	NA	NA	TRUE
"108654"	"4933403F05Rik"	"RIKEN cDNA 4933403F05 gene"	NA	NA	NA	NA	TRUE	NA
"108664"	"Atp6v1h"	"ATPase, H+ transporting, lysosomal V1 subunit H"	NA	NA	NA	NA	NA	TRUE
"108673"	"Ccdc86"	"coiled-coil domain containing 86"	NA	NA	NA	NA	NA	TRUE
"108682"	"Gpt2"	"glutamic pyruvate transaminase (alanine aminotransferase) 2"	NA	NA	NA	NA	TRUE	NA
"108760"	"Galntl1"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1"	NA	TRUE	NA	NA	NA	NA
"108829"	"Jmjd1c"	"jumonji domain containing 1C"	NA	NA	NA	NA	NA	TRUE
"108853"	"Mtrf1l"	"mitochondrial translational release factor 1-like"	NA	NA	TRUE	NA	NA	NA
"108897"	"Aif1l"	"allograft inflammatory factor 1-like"	NA	NA	NA	NA	NA	TRUE
"108902"	"B3gnt1"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1"	NA	NA	NA	NA	TRUE	NA
"108943"	"Rg9mtd2"	"RNA (guanine-9-) methyltransferase domain containing 2"	NA	NA	NA	NA	NA	TRUE
"108954"	"Ppp1r15b"	"protein phosphatase 1, regulatory (inhibitor) subunit 15b"	NA	NA	NA	NA	NA	TRUE
"108958"	"Fam73b"	"family with sequence similarity 73, member B"	NA	NA	NA	NA	TRUE	NA
"108960"	"Irak2"	"interleukin-1 receptor-associated kinase 2"	NA	NA	NA	NA	NA	TRUE
"108989"	"Tpr"	"translocated promoter region"	NA	NA	TRUE	NA	NA	NA
"108995"	"Tbc1d10c"	"TBC1 domain family, member 10c"	NA	NA	NA	NA	TRUE	NA
"109019"	"Obfc2a"	"oligonucleotide/oligosaccharide-binding fold containing 2A"	NA	NA	NA	NA	NA	TRUE
"109082"	"Fbxw17"	"F-box and WD-40 domain protein 17"	NA	NA	NA	NA	NA	TRUE
"109129"	"Mmadhc"	"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria"	NA	NA	TRUE	NA	NA	NA
"109154"	"Mlec"	"malectin"	NA	TRUE	NA	NA	NA	NA
"109181"	"Trip11"	"thyroid hormone receptor interactor 11"	NA	NA	NA	NA	TRUE	NA
"109212"	"Fam64a"	"family with sequence similarity 64, member A"	NA	TRUE	NA	NA	NA	NA
"109232"	"Sccpdh"	"saccharopine dehydrogenase (putative)"	NA	NA	TRUE	NA	NA	NA
"109245"	"Lrrc39"	"leucine rich repeat containing 39"	NA	NA	NA	NA	TRUE	NA
"109264"	"Me3"	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"109305"	"Orai1"	"ORAI calcium release-activated calcium modulator 1"	NA	NA	NA	NA	TRUE	NA
"109333"	"Pkn2"	"protein kinase N2"	NA	NA	TRUE	NA	NA	NA
"109346"	"Ankrd39"	"ankyrin repeat domain 39"	NA	NA	NA	NA	NA	TRUE
"109700"	"Itga1"	"integrin alpha 1"	NA	NA	NA	NA	TRUE	NA
"109731"	"Maob"	"monoamine oxidase B"	NA	NA	NA	NA	TRUE	NA
"109754"	"Cyb5r3"	"cytochrome b5 reductase 3"	NA	NA	NA	NA	NA	TRUE
"109785"	"Pgm3"	"phosphoglucomutase 3"	NA	NA	NA	NA	NA	TRUE
"109815"	"H47"	"histocompatibility 47"	NA	NA	NA	NA	NA	TRUE
"109857"	"Cbr3"	"carbonyl reductase 3"	NA	NA	TRUE	NA	NA	NA
"109900"	"Asl"	"argininosuccinate lyase"	NA	NA	NA	TRUE	NA	TRUE
"109979"	"Art3"	"ADP-ribosyltransferase 3"	NA	NA	NA	NA	TRUE	NA
"110006"	"Gusb"	"glucuronidase, beta"	NA	TRUE	NA	NA	NA	TRUE
"110052"	"Dek"	"DEK oncogene (DNA binding)"	NA	NA	TRUE	NA	NA	NA
"110109"	"Nop2"	"NOP2 nucleolar protein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"110119"	"Mpi"	"mannose phosphate isomerase"	NA	NA	NA	NA	TRUE	NA
"110157"	"Raf1"	"v-raf-leukemia viral oncogene 1"	NA	NA	TRUE	NA	TRUE	NA
"110417"	"Pigh"	"phosphatidylinositol glycan anchor biosynthesis, class H"	NA	NA	NA	NA	NA	TRUE
"110446"	"Acat1"	"acetyl-Coenzyme A acetyltransferase 1"	TRUE	NA	TRUE	NA	TRUE	NA
"110542"	"Amhr2"	"anti-Mullerian hormone type 2 receptor"	NA	NA	NA	NA	TRUE	NA
"110595"	"Timp4"	"tissue inhibitor of metalloproteinase 4"	NA	NA	NA	NA	TRUE	NA
"110596"	"Rgnef"	"Rho-guanine nucleotide exchange factor"	TRUE	NA	NA	NA	NA	NA
"110606"	"Fntb"	"farnesyltransferase, CAAX box, beta"	NA	NA	NA	NA	NA	TRUE
"110695"	"Aldh7a1"	"aldehyde dehydrogenase family 7, member A1"	NA	TRUE	NA	NA	NA	NA
"110784"	"Nr3c2"	"nuclear receptor subfamily 3, group C, member 2"	NA	NA	NA	NA	TRUE	NA
"110816"	"Pwp2"	"PWP2 periodic tryptophan protein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"110842"	"Etfa"	"electron transferring flavoprotein, alpha polypeptide"	NA	NA	TRUE	NA	NA	NA
"110893"	"Slc8a3"	"solute carrier family 8 (sodium/calcium exchanger), member 3"	NA	NA	NA	NA	TRUE	NA
"110920"	"Hspa13"	"heat shock protein 70 family, member 13"	NA	NA	NA	NA	NA	TRUE
"110954"	"Rpl10"	"ribosomal protein 10"	NA	NA	NA	NA	NA	TRUE
"110959"	"Nudt19"	"nudix (nucleoside diphosphate linked moiety X)-type motif 19"	NA	NA	NA	NA	TRUE	NA
"110960"	"Tars"	"threonyl-tRNA synthetase"	NA	NA	NA	NA	NA	TRUE
"112407"	"Egln3"	"EGL nine homolog 3 (C. elegans)"	NA	NA	NA	NA	NA	TRUE
"11308"	"Abi1"	"abl-interactor 1"	NA	NA	TRUE	NA	NA	TRUE
"11363"	"Acadl"	"acyl-Coenzyme A dehydrogenase, long-chain"	NA	NA	NA	NA	TRUE	NA
"11364"	"Acadm"	"acyl-Coenzyme A dehydrogenase, medium chain"	NA	NA	NA	NA	TRUE	NA
"11370"	"Acadvl"	"acyl-Coenzyme A dehydrogenase, very long chain"	NA	NA	NA	NA	TRUE	NA
"113868"	"Acaa1a"	"acetyl-Coenzyme A acyltransferase 1A"	NA	NA	NA	NA	TRUE	NA
"11429"	"Aco2"	"aconitase 2, mitochondrial"	NA	NA	NA	NA	TRUE	NA
"114304"	"Slc28a3"	"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3"	NA	NA	NA	TRUE	NA	NA
"11435"	"Chrna1"	"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)"	NA	NA	NA	NA	NA	TRUE
"11443"	"Chrnb1"	"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"	NA	NA	NA	NA	NA	TRUE
"11447"	"Chrnd"	"cholinergic receptor, nicotinic, delta polypeptide"	NA	NA	NA	NA	NA	TRUE
"11448"	"Chrne"	"cholinergic receptor, nicotinic, epsilon polypeptide"	NA	NA	NA	NA	TRUE	NA
"11464"	"Actc1"	"actin, alpha, cardiac muscle 1"	NA	NA	NA	NA	TRUE	NA
"11472"	"Actn2"	"actinin alpha 2"	NA	NA	NA	NA	TRUE	NA
"11479"	"Acvr1b"	"activin A receptor, type 1B"	NA	NA	NA	NA	TRUE	NA
"11481"	"Acvr2b"	"activin receptor IIB"	NA	NA	NA	NA	TRUE	NA
"114886"	"Cygb"	"cytoglobin"	NA	NA	NA	NA	NA	TRUE
"11492"	"Adam19"	"a disintegrin and metallopeptidase domain 19 (meltrin beta)"	NA	TRUE	NA	NA	NA	TRUE
"11501"	"Adam8"	"a disintegrin and metallopeptidase domain 8"	NA	NA	TRUE	NA	NA	NA
"11512"	"Adcy6"	"adenylate cyclase 6"	NA	NA	NA	NA	TRUE	NA
"11534"	"Adk"	"adenosine kinase"	NA	NA	NA	NA	TRUE	NA
"11546"	"Parp2"	"poly (ADP-ribose) polymerase family, member 2"	NA	NA	NA	NA	NA	TRUE
"11564"	"Adsl"	"adenylosuccinate lyase"	NA	NA	NA	NA	TRUE	NA
"11569"	"Aebp2"	"AE binding protein 2"	NA	NA	NA	NA	NA	TRUE
"11571"	"Crisp1"	"cysteine-rich secretory protein 1"	NA	NA	NA	TRUE	NA	NA
"11576"	"Afp"	"alpha fetoprotein"	NA	NA	NA	TRUE	NA	NA
"11593"	"Aga"	"aspartylglucosaminidase"	NA	NA	NA	NA	TRUE	NA
"11600"	"Angpt1"	"angiopoietin 1"	NA	NA	NA	NA	TRUE	NA
"11606"	"Agt"	"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"	NA	NA	NA	NA	TRUE	NA
"11637"	"Ak2"	"adenylate kinase 2"	NA	NA	NA	NA	NA	TRUE
"11640"	"Akap1"	"A kinase (PRKA) anchor protein 1"	NA	NA	NA	NA	TRUE	NA
"11647"	"Alpl"	"alkaline phosphatase, liver/bone/kidney"	NA	NA	NA	NA	TRUE	NA
"11652"	"Akt2"	"thymoma viral proto-oncogene 2"	NA	NA	NA	NA	NA	TRUE
"11666"	"Abcd1"	"ATP-binding cassette, sub-family D (ALD), member 1"	NA	NA	NA	TRUE	NA	NA
"11668"	"Aldh1a1"	"aldehyde dehydrogenase family 1, subfamily A1"	NA	NA	NA	NA	TRUE	NA
"116871"	"Mta3"	"metastasis associated 3"	NA	NA	NA	NA	NA	TRUE
"116873"	"Stim2"	"stromal interaction molecule 2"	NA	NA	TRUE	NA	NA	NA
"116891"	"Derl2"	"Der1-like domain family, member 2"	NA	NA	NA	NA	NA	TRUE
"116904"	"Alpk3"	"alpha-kinase 3"	NA	NA	NA	NA	TRUE	NA
"116914"	"Slc19a2"	"solute carrier family 19 (thiamine transporter), member 2"	NA	NA	NA	NA	TRUE	NA
"117149"	"Tirap"	"toll-interleukin 1 receptor (TIR) domain-containing adaptor protein"	NA	NA	NA	NA	TRUE	NA
"117150"	"Pip4k2c"	"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"	NA	NA	TRUE	NA	NA	TRUE
"11717"	"Ampd3"	"adenosine monophosphate deaminase 3"	NA	NA	NA	NA	NA	TRUE
"117198"	"Ivns1abp"	"influenza virus NS1A binding protein"	NA	NA	NA	NA	NA	TRUE
"11732"	"Ank"	"progressive ankylosis"	NA	NA	NA	NA	TRUE	NA
"11733"	"Ank1"	"ankyrin 1, erythroid"	NA	NA	NA	NA	TRUE	NA
"11739"	"Slc25a4"	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"	NA	NA	NA	NA	TRUE	NA
"11744"	"Anxa11"	"annexin A11"	NA	NA	TRUE	NA	NA	NA
"11746"	"Anxa4"	"annexin A4"	NA	NA	TRUE	NA	NA	TRUE
"11747"	"Anxa5"	"annexin A5"	NA	TRUE	NA	NA	NA	NA
"11749"	"Anxa6"	"annexin A6"	NA	NA	NA	NA	TRUE	NA
"11750"	"Anxa7"	"annexin A7"	NA	NA	NA	NA	NA	TRUE
"11752"	"Anxa8"	"annexin A8"	NA	NA	TRUE	NA	NA	NA
"11758"	"Prdx6"	"peroxiredoxin 6"	NA	NA	NA	NA	NA	TRUE
"117590"	"Asb10"	"ankyrin repeat and SOCS box-containing 10"	NA	NA	NA	NA	TRUE	NA
"11761"	"Aox1"	"aldehyde oxidase 1"	NA	NA	NA	NA	NA	TRUE
"11770"	"Fabp4"	"fatty acid binding protein 4, adipocyte"	NA	NA	NA	NA	TRUE	NA
"11787"	"Apbb2"	"amyloid beta (A4) precursor protein-binding, family B, member 2"	NA	NA	NA	NA	TRUE	NA
"11792"	"Apex1"	"apurinic/apyrimidinic endonuclease 1"	NA	NA	NA	NA	NA	TRUE
"11804"	"Aplp2"	"amyloid beta (A4) precursor-like protein 2"	NA	NA	NA	NA	TRUE	NA
"11810"	"Apobec1"	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"	NA	TRUE	NA	NA	NA	NA
"11815"	"Apod"	"apolipoprotein D"	NA	NA	NA	TRUE	NA	TRUE
"11821"	"Aprt"	"adenine phosphoribosyl transferase"	NA	TRUE	NA	NA	NA	NA
"11828"	"Aqp3"	"aquaporin 3"	TRUE	NA	NA	NA	NA	NA
"11829"	"Aqp4"	"aquaporin 4"	NA	NA	TRUE	NA	TRUE	NA
"11833"	"Aqp8"	"aquaporin 8"	NA	NA	NA	TRUE	NA	NA
"11835"	"Ar"	"androgen receptor"	NA	NA	NA	NA	TRUE	NA
"11838"	"Arc"	"activity regulated cytoskeletal-associated protein"	NA	NA	NA	TRUE	NA	NA
"11843"	"Arf4"	"ADP-ribosylation factor 4"	NA	NA	NA	NA	NA	TRUE
"118449"	"Synpo2"	"synaptopodin 2"	NA	NA	NA	NA	TRUE	NA
"11845"	"Arf6"	"ADP-ribosylation factor 6"	NA	NA	NA	NA	NA	TRUE
"118452"	"Baalc"	"brain and acute leukemia, cytoplasmic"	NA	NA	NA	NA	NA	TRUE
"11853"	"Rhoc"	"ras homolog gene family, member C"	NA	TRUE	NA	NA	NA	TRUE
"11865"	"Arntl"	"aryl hydrocarbon receptor nuclear translocator-like"	NA	NA	NA	NA	NA	TRUE
"11867"	"Arpc1b"	"actin related protein 2/3 complex, subunit 1B"	NA	TRUE	NA	NA	NA	NA
"11898"	"Ass1"	"argininosuccinate synthetase 1"	NA	NA	NA	NA	NA	TRUE
"11907"	"Ate1"	"arginyltransferase 1"	NA	NA	TRUE	NA	NA	NA
"11908"	"Atf1"	"activating transcription factor 1"	NA	NA	TRUE	NA	NA	NA
"11910"	"Atf3"	"activating transcription factor 3"	NA	NA	NA	NA	NA	TRUE
"11931"	"Atp1b1"	"ATPase, Na+/K+ transporting, beta 1 polypeptide"	NA	NA	NA	NA	TRUE	NA
"11932"	"Atp1b2"	"ATPase, Na+/K+ transporting, beta 2 polypeptide"	NA	NA	NA	NA	TRUE	NA
"11946"	"Atp5a1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1"	NA	NA	NA	NA	TRUE	NA
"11949"	"Atp5c1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	NA	NA	NA	NA	TRUE	NA
"11950"	"Atp5f1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"	NA	NA	TRUE	NA	TRUE	NA
"11964"	"Atp6v1a"	"ATPase, H+ transporting, lysosomal V1 subunit A"	NA	NA	NA	NA	NA	TRUE
"11972"	"Atp6v0d1"	"ATPase, H+ transporting, lysosomal V0 subunit D1"	NA	NA	NA	NA	NA	TRUE
"11988"	"Slc7a2"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"	NA	NA	NA	NA	TRUE	NA
"11993"	"Aup1"	"ancient ubiquitous protein 1"	NA	NA	TRUE	NA	NA	NA
"12000"	"Avpr2"	"arginine vasopressin receptor 2"	NA	NA	NA	TRUE	NA	NA
"12028"	"Bax"	"BCL2-associated X protein"	NA	NA	NA	NA	NA	TRUE
"12033"	"Bcap29"	"B-cell receptor-associated protein 29"	NA	NA	TRUE	NA	NA	NA
"12035"	"Bcat1"	"branched chain aminotransferase 1, cytosolic"	NA	TRUE	NA	TRUE	NA	NA
"12053"	"Bcl6"	"B-cell leukemia/lymphoma 6"	NA	NA	TRUE	NA	NA	NA
"12091"	"Glb1"	"galactosidase, beta 1"	NA	TRUE	NA	NA	NA	NA
"12111"	"Bgn"	"biglycan"	NA	TRUE	NA	NA	NA	TRUE
"12153"	"Bmp1"	"bone morphogenetic protein 1"	NA	TRUE	NA	NA	NA	NA
"12156"	"Bmp2"	"bone morphogenetic protein 2"	TRUE	NA	NA	NA	NA	NA
"12161"	"Bmp6"	"bone morphogenetic protein 6"	NA	NA	NA	NA	TRUE	NA
"12181"	"Bop1"	"block of proliferation 1"	NA	NA	NA	NA	NA	TRUE
"12182"	"Bst1"	"bone marrow stromal cell antigen 1"	NA	TRUE	NA	NA	NA	NA
"12183"	"Bpgm"	"2,3-bisphosphoglycerate mutase"	NA	NA	NA	NA	TRUE	NA
"12224"	"Klf5"	"Kruppel-like factor 5"	TRUE	NA	TRUE	NA	NA	TRUE
